age,education,maritalstatus,occupation,hoursperweek,income
50,HS-grad,Separated,Other-service,35,<=50K
60,Some-college,Married-civ-spouse,Transport-moving,60,<=50K
47,HS-grad,Divorced,Other-service,40,<=50K
40,HS-grad,Married-civ-spouse,Craft-repair,66,<=50K
41,Masters,Never-married,Prof-specialty,40,<=50K
38,HS-grad,Married-civ-spouse,Adm-clerical,48,<=50K
46,Assoc-voc,Separated,Tech-support,30,<=50K
21,Some-college,Never-married,Adm-clerical,30,<=50K
44,Masters,Separated,Sales,48,<=50K
42,Some-college,Divorced,Craft-repair,40,<=50K
32,Bachelors,Never-married,Prof-specialty,40,<=50K
24,Bachelors,Married-civ-spouse,Other-service,33,<=50K
26,Some-college,Married-civ-spouse,Sales,40,<=50K
49,11th,Never-married,Other-service,60,<=50K
73,7th-8th,Divorced,Other-service,40,<=50K
34,11th,Married-civ-spouse,Handlers-cleaners,40,<=50K
22,Bachelors,Never-married,Adm-clerical,40,<=50K
49,Some-college,Never-married,Other-service,30,<=50K
25,11th,Never-married,Other-service,32,<=50K
39,9th,Married-civ-spouse,Transport-moving,25,<=50K
19,11th,Never-married,Craft-repair,56,<=50K
24,10th,Married-civ-spouse,Machine-op-inspct,40,<=50K
34,HS-grad,Divorced,Adm-clerical,35,<=50K
21,HS-grad,Never-married,Machine-op-inspct,40,<=50K
43,Masters,Divorced,Other-service,40,<=50K
39,Some-college,Divorced,Adm-clerical,40,<=50K
33,Assoc-acdm,Never-married,Other-service,32,<=50K
19,Some-college,Never-married,Other-service,26,<=50K
17,10th,Never-married,Sales,12,<=50K
43,Some-college,Married-civ-spouse,Farming-fishing,50,<=50K
62,HS-grad,Widowed,Adm-clerical,42,<=50K
47,HS-grad,Divorced,Adm-clerical,40,<=50K
30,Some-college,Never-married,Other-service,40,<=50K
53,HS-grad,Separated,Sales,33,<=50K
24,HS-grad,Separated,Machine-op-inspct,40,<=50K
41,Some-college,Married-civ-spouse,Handlers-cleaners,40,<=50K
58,5th-6th,Divorced,Other-service,40,<=50K
63,HS-grad,Divorced,Adm-clerical,38,<=50K
50,Some-college,Divorced,Other-service,28,<=50K
29,Some-college,Never-married,Exec-managerial,60,<=50K
55,HS-grad,Married-civ-spouse,Other-service,40,<=50K
36,HS-grad,Never-married,Transport-moving,45,<=50K
23,HS-grad,Never-married,Adm-clerical,40,<=50K
58,Some-college,Divorced,Craft-repair,45,<=50K
25,11th,Never-married,Adm-clerical,40,<=50K
40,HS-grad,Married-civ-spouse,Sales,30,<=50K
38,Assoc-voc,Never-married,Prof-specialty,39,<=50K
19,Some-college,Never-married,Other-service,35,<=50K
55,10th,Never-married,Other-service,29,<=50K
28,Bachelors,Never-married,Adm-clerical,45,<=50K
53,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
32,Some-college,Divorced,Adm-clerical,38,<=50K
34,HS-grad,Married-civ-spouse,Sales,50,<=50K
21,Some-college,Never-married,Other-service,30,<=50K
24,Bachelors,Never-married,Adm-clerical,20,<=50K
34,Bachelors,Married-spouse-absent,Prof-specialty,40,<=50K
41,5th-6th,Married-civ-spouse,Farming-fishing,40,<=50K
21,HS-grad,Never-married,Other-service,40,<=50K
31,HS-grad,Never-married,Protective-serv,40,<=50K
62,Bachelors,Never-married,Farming-fishing,30,<=50K
51,7th-8th,Widowed,Machine-op-inspct,40,<=50K
30,HS-grad,Never-married,Sales,25,<=50K
24,Bachelors,Married-civ-spouse,Machine-op-inspct,40,<=50K
36,HS-grad,Divorced,Craft-repair,40,<=50K
57,10th,Married-civ-spouse,Craft-repair,40,<=50K
33,Doctorate,Married-civ-spouse,Prof-specialty,40,<=50K
42,Some-college,Never-married,Sales,45,<=50K
62,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
64,Some-college,Married-civ-spouse,Sales,20,<=50K
18,Some-college,Never-married,Sales,25,<=50K
43,5th-6th,Married-spouse-absent,Farming-fishing,35,<=50K
62,7th-8th,Widowed,Other-service,66,<=50K
29,Assoc-acdm,Married-civ-spouse,Prof-specialty,50,<=50K
34,Bachelors,Married-civ-spouse,Exec-managerial,40,<=50K
25,Bachelors,Never-married,Adm-clerical,30,<=50K
47,Some-college,Divorced,Transport-moving,40,<=50K
17,10th,Never-married,Other-service,8,<=50K
41,Bachelors,Divorced,Prof-specialty,65,<=50K
19,Some-college,Never-married,Sales,20,<=50K
57,1st-4th,Married-civ-spouse,Other-service,40,<=50K
25,HS-grad,Never-married,Adm-clerical,35,<=50K
29,Assoc-voc,Married-civ-spouse,Machine-op-inspct,40,<=50K
32,Some-college,Never-married,Sales,35,<=50K
52,12th,Never-married,Machine-op-inspct,40,<=50K
29,HS-grad,Married-spouse-absent,Machine-op-inspct,38,<=50K
23,Masters,Never-married,Prof-specialty,36,<=50K
31,11th,Married-civ-spouse,Craft-repair,40,<=50K
40,HS-grad,Married-civ-spouse,Transport-moving,50,<=50K
19,HS-grad,Never-married,Adm-clerical,20,<=50K
21,Some-college,Never-married,Transport-moving,10,<=50K
64,HS-grad,Married-civ-spouse,Adm-clerical,35,<=50K
37,Assoc-voc,Never-married,Adm-clerical,43,<=50K
22,10th,Never-married,Transport-moving,30,<=50K
29,HS-grad,Married-civ-spouse,Sales,40,<=50K
37,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
29,Bachelors,Never-married,Tech-support,40,<=50K
38,11th,Divorced,Machine-op-inspct,65,<=50K
27,HS-grad,Never-married,Craft-repair,50,<=50K
60,Some-college,Married-civ-spouse,Adm-clerical,35,<=50K
20,Some-college,Never-married,Sales,25,<=50K
37,9th,Married-civ-spouse,Transport-moving,65,<=50K
56,10th,Married-civ-spouse,Transport-moving,60,<=50K
19,Some-college,Separated,Sales,25,<=50K
37,Assoc-voc,Married-civ-spouse,Prof-specialty,30,<=50K
27,Some-college,Never-married,Tech-support,40,<=50K
27,HS-grad,Never-married,Sales,20,<=50K
52,Some-college,Married-civ-spouse,Sales,50,<=50K
45,HS-grad,Separated,Machine-op-inspct,40,<=50K
28,Some-college,Never-married,Craft-repair,40,<=50K
20,HS-grad,Divorced,Adm-clerical,40,<=50K
28,Masters,Never-married,Prof-specialty,50,<=50K
44,Assoc-voc,Married-civ-spouse,Handlers-cleaners,40,<=50K
30,Bachelors,Married-civ-spouse,Craft-repair,40,<=50K
26,Assoc-acdm,Never-married,Adm-clerical,8,<=50K
46,HS-grad,Never-married,Sales,40,<=50K
51,Bachelors,Married-civ-spouse,Craft-repair,50,<=50K
25,Bachelors,Never-married,Prof-specialty,40,<=50K
43,HS-grad,Separated,Other-service,40,<=50K
36,HS-grad,Divorced,Craft-repair,40,<=50K
36,Some-college,Never-married,Exec-managerial,40,<=50K
48,Bachelors,Never-married,Other-service,40,<=50K
30,HS-grad,Divorced,Other-service,36,<=50K
62,Bachelors,Married-civ-spouse,Machine-op-inspct,40,<=50K
36,HS-grad,Married-civ-spouse,Transport-moving,50,<=50K
49,Masters,Divorced,Prof-specialty,40,<=50K
52,Some-college,Never-married,Exec-managerial,40,<=50K
26,HS-grad,Never-married,Adm-clerical,53,<=50K
51,HS-grad,Never-married,Transport-moving,40,<=50K
18,10th,Never-married,Other-service,20,<=50K
30,HS-grad,Never-married,Handlers-cleaners,40,<=50K
46,HS-grad,Divorced,Machine-op-inspct,20,<=50K
28,HS-grad,Never-married,Handlers-cleaners,40,<=50K
69,HS-grad,Widowed,Adm-clerical,24,<=50K
78,Masters,Widowed,Craft-repair,40,<=50K
24,Bachelors,Never-married,Prof-specialty,40,<=50K
29,Some-college,Never-married,Adm-clerical,40,<=50K
17,10th,Never-married,Farming-fishing,40,<=50K
64,HS-grad,Married-civ-spouse,Transport-moving,40,<=50K
33,HS-grad,Never-married,Exec-managerial,55,<=50K
32,12th,Married-civ-spouse,Craft-repair,40,<=50K
19,Some-college,Never-married,Other-service,20,<=50K
42,11th,Married-civ-spouse,Farming-fishing,40,<=50K
24,Bachelors,Never-married,Sales,15,<=50K
23,HS-grad,Never-married,Exec-managerial,45,<=50K
44,5th-6th,Married-civ-spouse,Farming-fishing,40,<=50K
38,HS-grad,Married-civ-spouse,Craft-repair,44,<=50K
36,9th,Divorced,Adm-clerical,40,<=50K
29,1st-4th,Never-married,Other-service,20,<=50K
46,Assoc-acdm,Divorced,Sales,25,<=50K
47,HS-grad,Married-civ-spouse,Adm-clerical,40,<=50K
27,Bachelors,Never-married,Exec-managerial,45,<=50K
43,HS-grad,Divorced,Machine-op-inspct,50,<=50K
31,Some-college,Never-married,Exec-managerial,60,<=50K
36,Some-college,Divorced,Craft-repair,40,<=50K
78,7th-8th,Never-married,Machine-op-inspct,35,<=50K
24,Some-college,Married-civ-spouse,Craft-repair,40,<=50K
39,Some-college,Never-married,Adm-clerical,40,<=50K
21,Assoc-acdm,Never-married,Sales,40,<=50K
22,Some-college,Never-married,Sales,32,<=50K
36,Some-college,Divorced,Adm-clerical,40,<=50K
42,Some-college,Separated,Other-service,21,<=50K
58,Assoc-voc,Married-civ-spouse,Craft-repair,40,<=50K
37,Some-college,Married-civ-spouse,Protective-serv,60,<=50K
25,Some-college,Separated,Adm-clerical,40,<=50K
30,Bachelors,Married-civ-spouse,Adm-clerical,40,<=50K
23,HS-grad,Never-married,Craft-repair,65,<=50K
51,Some-college,Married-civ-spouse,Adm-clerical,35,<=50K
55,HS-grad,Married-civ-spouse,Transport-moving,60,<=50K
35,Bachelors,Never-married,Sales,50,<=50K
45,Masters,Married-civ-spouse,Adm-clerical,40,<=50K
32,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
39,HS-grad,Married-civ-spouse,Exec-managerial,55,<=50K
47,Some-college,Married-civ-spouse,Craft-repair,40,<=50K
44,Some-college,Separated,Machine-op-inspct,40,<=50K
40,Some-college,Divorced,Craft-repair,30,<=50K
17,10th,Never-married,Other-service,6,<=50K
18,HS-grad,Never-married,Sales,38,<=50K
30,Some-college,Married-civ-spouse,Exec-managerial,25,<=50K
66,HS-grad,Widowed,Priv-house-serv,50,<=50K
59,Bachelors,Never-married,Craft-repair,50,<=50K
30,HS-grad,Married-civ-spouse,Adm-clerical,40,<=50K
50,HS-grad,Married-civ-spouse,Farming-fishing,50,<=50K
24,HS-grad,Never-married,Other-service,25,<=50K
28,Prof-school,Married-civ-spouse,Prof-specialty,99,<=50K
25,Assoc-voc,Never-married,Prof-specialty,40,<=50K
20,HS-grad,Never-married,Transport-moving,40,<=50K
67,Assoc-voc,Divorced,Prof-specialty,40,<=50K
52,HS-grad,Married-civ-spouse,Adm-clerical,40,<=50K
17,10th,Never-married,Other-service,4,<=50K
35,Bachelors,Divorced,Prof-specialty,40,<=50K
38,Some-college,Never-married,Adm-clerical,40,<=50K
50,Some-college,Divorced,Protective-serv,40,<=50K
18,10th,Never-married,Transport-moving,56,<=50K
67,Masters,Never-married,Prof-specialty,99,<=50K
46,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
60,Bachelors,Married-civ-spouse,Farming-fishing,50,<=50K
29,HS-grad,Never-married,Machine-op-inspct,40,<=50K
30,Some-college,Never-married,Other-service,40,<=50K
37,Bachelors,Never-married,Adm-clerical,27,<=50K
55,1st-4th,Divorced,Priv-house-serv,30,<=50K
24,HS-grad,Never-married,Adm-clerical,30,<=50K
21,HS-grad,Never-married,Craft-repair,35,<=50K
25,12th,Married-civ-spouse,Machine-op-inspct,40,<=50K
40,HS-grad,Never-married,Craft-repair,28,<=50K
23,Some-college,Separated,Sales,40,<=50K
43,Some-college,Never-married,Transport-moving,30,<=50K
59,10th,Widowed,Other-service,40,<=50K
28,HS-grad,Never-married,Exec-managerial,32,<=50K
17,11th,Never-married,Adm-clerical,15,<=50K
22,5th-6th,Never-married,Priv-house-serv,40,<=50K
63,HS-grad,Married-spouse-absent,Craft-repair,40,<=50K
40,HS-grad,Never-married,Adm-clerical,35,<=50K
43,Bachelors,Married-civ-spouse,Exec-managerial,50,<=50K
48,Some-college,Divorced,Craft-repair,40,<=50K
56,Bachelors,Widowed,Prof-specialty,40,<=50K
51,HS-grad,Married-civ-spouse,Adm-clerical,40,<=50K
34,Some-college,Never-married,Craft-repair,40,<=50K
34,Some-college,Separated,Machine-op-inspct,40,<=50K
23,Some-college,Never-married,Sales,25,<=50K
31,Bachelors,Never-married,Protective-serv,48,<=50K
27,Some-college,Divorced,Other-service,40,<=50K
28,Some-college,Married-civ-spouse,Protective-serv,48,<=50K
52,7th-8th,Divorced,Machine-op-inspct,64,<=50K
31,HS-grad,Married-civ-spouse,Adm-clerical,50,<=50K
53,Some-college,Divorced,Adm-clerical,38,<=50K
43,Some-college,Divorced,Tech-support,50,<=50K
43,HS-grad,Married-spouse-absent,Farming-fishing,40,<=50K
37,11th,Married-civ-spouse,Other-service,40,<=50K
26,HS-grad,Divorced,Machine-op-inspct,40,<=50K
22,11th,Never-married,Sales,40,<=50K
22,Some-college,Married-civ-spouse,Sales,55,<=50K
30,Some-college,Married-civ-spouse,Machine-op-inspct,40,<=50K
24,HS-grad,Separated,Other-service,55,<=50K
30,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
29,HS-grad,Married-civ-spouse,Adm-clerical,40,<=50K
21,Assoc-voc,Never-married,Craft-repair,40,<=50K
65,Some-college,Widowed,Other-service,24,<=50K
29,Bachelors,Married-civ-spouse,Prof-specialty,24,<=50K
32,Bachelors,Never-married,Sales,45,<=50K
64,HS-grad,Married-civ-spouse,Exec-managerial,16,<=50K
35,Some-college,Married-civ-spouse,Exec-managerial,36,<=50K
53,Some-college,Divorced,Adm-clerical,43,<=50K
24,Assoc-voc,Never-married,Sales,50,<=50K
31,Some-college,Divorced,Adm-clerical,40,<=50K
25,Some-college,Married-civ-spouse,Transport-moving,38,<=50K
36,HS-grad,Married-civ-spouse,Machine-op-inspct,45,<=50K
29,Some-college,Never-married,Sales,60,<=50K
42,Doctorate,Never-married,Prof-specialty,45,<=50K
30,HS-grad,Divorced,Craft-repair,40,<=50K
32,Some-college,Never-married,Exec-managerial,70,<=50K
19,HS-grad,Never-married,Sales,40,<=50K
22,HS-grad,Married-civ-spouse,Exec-managerial,48,<=50K
69,HS-grad,Married-civ-spouse,Craft-repair,16,<=50K
33,HS-grad,Never-married,Prof-specialty,40,<=50K
22,Some-college,Never-married,Adm-clerical,55,<=50K
20,Some-college,Never-married,Adm-clerical,40,<=50K
28,Some-college,Married-civ-spouse,Craft-repair,40,<=50K
25,HS-grad,Never-married,Handlers-cleaners,40,<=50K
27,HS-grad,Never-married,Other-service,48,<=50K
22,HS-grad,Never-married,Transport-moving,40,<=50K
67,HS-grad,Married-civ-spouse,Farming-fishing,35,<=50K
31,HS-grad,Married-civ-spouse,Exec-managerial,40,<=50K
33,Bachelors,Never-married,Prof-specialty,40,<=50K
27,HS-grad,Married-civ-spouse,Transport-moving,60,<=50K
36,Some-college,Never-married,Transport-moving,40,<=50K
33,Assoc-acdm,Divorced,Sales,45,<=50K
25,HS-grad,Never-married,Handlers-cleaners,45,<=50K
41,HS-grad,Married-civ-spouse,Other-service,10,<=50K
26,HS-grad,Never-married,Other-service,40,<=50K
23,Some-college,Never-married,Adm-clerical,40,<=50K
30,Masters,Married-civ-spouse,Prof-specialty,17,<=50K
67,HS-grad,Widowed,Other-service,20,<=50K
51,HS-grad,Widowed,Other-service,24,<=50K
39,Masters,Never-married,Sales,40,<=50K
40,Bachelors,Married-civ-spouse,Prof-specialty,60,<=50K
19,HS-grad,Never-married,Machine-op-inspct,40,<=50K
28,HS-grad,Divorced,Handlers-cleaners,36,<=50K
20,Some-college,Never-married,Prof-specialty,20,<=50K
29,Some-college,Married-civ-spouse,Other-service,40,<=50K
61,HS-grad,Widowed,Exec-managerial,40,<=50K
25,11th,Never-married,Craft-repair,40,<=50K
26,HS-grad,Married-civ-spouse,Machine-op-inspct,40,<=50K
43,Bachelors,Never-married,Adm-clerical,40,<=50K
17,7th-8th,Never-married,Craft-repair,45,<=50K
46,Some-college,Divorced,Machine-op-inspct,40,<=50K
19,Some-college,Never-married,Other-service,20,<=50K
37,HS-grad,Divorced,Machine-op-inspct,40,<=50K
26,Some-college,Married-civ-spouse,Adm-clerical,40,<=50K
47,Masters,Never-married,Prof-specialty,40,<=50K
29,Bachelors,Never-married,Prof-specialty,40,<=50K
29,HS-grad,Never-married,Adm-clerical,40,<=50K
33,Bachelors,Married-civ-spouse,Exec-managerial,55,<=50K
20,HS-grad,Never-married,Transport-moving,40,<=50K
28,10th,Married-civ-spouse,Craft-repair,48,<=50K
41,Masters,Married-civ-spouse,Prof-specialty,40,<=50K
43,Bachelors,Married-civ-spouse,Sales,50,<=50K
35,9th,Married-civ-spouse,Handlers-cleaners,46,<=50K
18,12th,Never-married,Other-service,25,<=50K
55,Some-college,Divorced,Adm-clerical,40,<=50K
44,HS-grad,Divorced,Machine-op-inspct,40,<=50K
64,HS-grad,Widowed,Priv-house-serv,15,<=50K
34,Assoc-voc,Married-civ-spouse,Craft-repair,75,<=50K
25,HS-grad,Never-married,Other-service,8,<=50K
21,Some-college,Never-married,Transport-moving,40,<=50K
37,1st-4th,Married-civ-spouse,Other-service,53,<=50K
39,Some-college,Divorced,Sales,40,<=50K
34,Some-college,Divorced,Adm-clerical,50,<=50K
23,Bachelors,Never-married,Exec-managerial,45,<=50K
25,HS-grad,Married-civ-spouse,Adm-clerical,40,<=50K
51,Assoc-acdm,Married-civ-spouse,Sales,50,<=50K
29,HS-grad,Never-married,Farming-fishing,35,<=50K
27,Bachelors,Married-civ-spouse,Protective-serv,48,<=50K
53,HS-grad,Married-civ-spouse,Priv-house-serv,40,<=50K
24,HS-grad,Divorced,Sales,48,<=50K
24,Some-college,Never-married,Sales,40,<=50K
41,Masters,Married-civ-spouse,Exec-managerial,55,<=50K
45,HS-grad,Never-married,Sales,19,<=50K
35,HS-grad,Married-civ-spouse,Machine-op-inspct,40,<=50K
21,HS-grad,Never-married,Handlers-cleaners,40,<=50K
45,11th,Separated,Adm-clerical,25,<=50K
18,11th,Never-married,Sales,30,<=50K
49,Bachelors,Never-married,Priv-house-serv,25,<=50K
49,Assoc-voc,Separated,Prof-specialty,36,<=50K
45,Bachelors,Married-civ-spouse,Prof-specialty,37,<=50K
27,HS-grad,Never-married,Handlers-cleaners,40,<=50K
28,Some-college,Married-civ-spouse,Exec-managerial,40,<=50K
33,Some-college,Never-married,Machine-op-inspct,40,<=50K
35,11th,Married-civ-spouse,Sales,35,<=50K
19,HS-grad,Never-married,Craft-repair,40,<=50K
33,Some-college,Never-married,Other-service,28,<=50K
49,Some-college,Married-spouse-absent,Adm-clerical,40,<=50K
39,Some-college,Married-civ-spouse,Prof-specialty,25,<=50K
22,HS-grad,Separated,Adm-clerical,40,<=50K
42,10th,Married-civ-spouse,Craft-repair,40,<=50K
22,Some-college,Never-married,Adm-clerical,40,<=50K
18,HS-grad,Never-married,Craft-repair,40,<=50K
28,HS-grad,Married-civ-spouse,Craft-repair,45,<=50K
42,7th-8th,Married-spouse-absent,Prof-specialty,35,<=50K
50,Some-college,Married-civ-spouse,Protective-serv,48,<=50K
31,HS-grad,Separated,Handlers-cleaners,40,<=50K
29,Assoc-voc,Never-married,Other-service,40,<=50K
46,Some-college,Married-civ-spouse,Other-service,40,<=50K
32,Doctorate,Never-married,Prof-specialty,77,<=50K
61,HS-grad,Widowed,Adm-clerical,24,<=50K
43,11th,Married-civ-spouse,Craft-repair,55,<=50K
35,HS-grad,Never-married,Handlers-cleaners,40,<=50K
39,Bachelors,Married-civ-spouse,Prof-specialty,40,<=50K
42,Some-college,Married-civ-spouse,Farming-fishing,60,<=50K
23,Bachelors,Never-married,Prof-specialty,40,<=50K
32,Bachelors,Married-civ-spouse,Sales,45,<=50K
27,HS-grad,Never-married,Other-service,30,<=50K
56,HS-grad,Married-civ-spouse,Craft-repair,60,<=50K
28,Some-college,Never-married,Prof-specialty,40,<=50K
45,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
28,HS-grad,Married-civ-spouse,Machine-op-inspct,40,<=50K
28,Some-college,Married-civ-spouse,Protective-serv,40,<=50K
18,Some-college,Never-married,Machine-op-inspct,15,<=50K
62,7th-8th,Divorced,Handlers-cleaners,40,<=50K
35,12th,Separated,Machine-op-inspct,40,<=50K
39,10th,Married-civ-spouse,Machine-op-inspct,60,<=50K
24,Some-college,Never-married,Adm-clerical,20,<=50K
58,9th,Divorced,Farming-fishing,40,<=50K
48,HS-grad,Divorced,Sales,40,<=50K
31,Bachelors,Married-civ-spouse,Sales,60,<=50K
25,HS-grad,Married-civ-spouse,Sales,40,<=50K
29,7th-8th,Married-civ-spouse,Farming-fishing,72,<=50K
38,Assoc-acdm,Divorced,Exec-managerial,40,<=50K
21,Some-college,Never-married,Other-service,40,<=50K
34,HS-grad,Married-civ-spouse,Farming-fishing,70,<=50K
50,Bachelors,Never-married,Sales,32,<=50K
50,HS-grad,Divorced,Prof-specialty,40,<=50K
49,Assoc-voc,Divorced,Exec-managerial,45,<=50K
30,Bachelors,Never-married,Prof-specialty,70,<=50K
29,Masters,Married-civ-spouse,Prof-specialty,20,<=50K
22,Some-college,Never-married,Adm-clerical,20,<=50K
42,HS-grad,Married-civ-spouse,Transport-moving,50,<=50K
31,Some-college,Divorced,Other-service,48,<=50K
42,Bachelors,Married-civ-spouse,Prof-specialty,21,<=50K
20,Some-college,Never-married,Other-service,20,<=50K
27,9th,Never-married,Craft-repair,40,<=50K
26,11th,Never-married,Other-service,40,<=50K
20,Some-college,Never-married,Protective-serv,40,<=50K
52,HS-grad,Married-civ-spouse,Machine-op-inspct,40,<=50K
33,HS-grad,Divorced,Adm-clerical,38,<=50K
31,Bachelors,Married-civ-spouse,Adm-clerical,60,<=50K
24,Some-college,Married-civ-spouse,Other-service,40,<=50K
56,Bachelors,Married-civ-spouse,Machine-op-inspct,40,<=50K
43,Some-college,Married-civ-spouse,Machine-op-inspct,50,<=50K
21,HS-grad,Married-civ-spouse,Adm-clerical,40,<=50K
51,HS-grad,Married-civ-spouse,Adm-clerical,40,<=50K
20,HS-grad,Never-married,Other-service,30,<=50K
47,Bachelors,Divorced,Craft-repair,40,<=50K
80,7th-8th,Widowed,Farming-fishing,35,<=50K
47,HS-grad,Married-civ-spouse,Adm-clerical,35,<=50K
45,HS-grad,Married-civ-spouse,Sales,50,<=50K
17,11th,Never-married,Handlers-cleaners,12,<=50K
37,HS-grad,Married-civ-spouse,Craft-repair,50,<=50K
27,Some-college,Never-married,Machine-op-inspct,40,<=50K
17,12th,Never-married,Other-service,16,<=50K
18,HS-grad,Never-married,Farming-fishing,40,<=50K
57,HS-grad,Married-civ-spouse,Handlers-cleaners,40,<=50K
26,HS-grad,Separated,Adm-clerical,40,<=50K
26,Masters,Never-married,Exec-managerial,40,<=50K
38,Some-college,Never-married,Other-service,40,<=50K
24,11th,Never-married,Handlers-cleaners,40,<=50K
35,HS-grad,Divorced,Farming-fishing,65,<=50K
37,HS-grad,Married-civ-spouse,Transport-moving,40,<=50K
43,HS-grad,Married-civ-spouse,Exec-managerial,40,<=50K
23,HS-grad,Never-married,Handlers-cleaners,30,<=50K
42,Bachelors,Married-civ-spouse,Sales,40,<=50K
52,HS-grad,Married-civ-spouse,Other-service,20,<=50K
29,HS-grad,Divorced,Sales,50,<=50K
27,Some-college,Married-civ-spouse,Craft-repair,60,<=50K
28,Some-college,Never-married,Adm-clerical,40,<=50K
28,HS-grad,Never-married,Handlers-cleaners,40,<=50K
24,Some-college,Never-married,Craft-repair,40,<=50K
20,10th,Married-spouse-absent,Handlers-cleaners,40,<=50K
65,HS-grad,Divorced,Other-service,25,<=50K
29,HS-grad,Married-civ-spouse,Machine-op-inspct,40,<=50K
27,HS-grad,Never-married,Adm-clerical,40,<=50K
36,Masters,Married-civ-spouse,Other-service,40,<=50K
55,HS-grad,Married-civ-spouse,Protective-serv,40,<=50K
22,5th-6th,Never-married,Machine-op-inspct,30,<=50K
28,Bachelors,Never-married,Prof-specialty,40,<=50K
20,Some-college,Never-married,Sales,30,<=50K
68,HS-grad,Married-civ-spouse,Sales,40,<=50K
18,7th-8th,Never-married,Machine-op-inspct,40,<=50K
37,12th,Separated,Priv-house-serv,40,<=50K
43,Some-college,Married-civ-spouse,Craft-repair,40,<=50K
17,11th,Never-married,Priv-house-serv,9,<=50K
43,Some-college,Never-married,Exec-managerial,50,<=50K
21,Some-college,Never-married,Adm-clerical,15,<=50K
21,Assoc-acdm,Never-married,Other-service,30,<=50K
38,Assoc-acdm,Never-married,Prof-specialty,40,<=50K
51,HS-grad,Married-civ-spouse,Tech-support,40,<=50K
19,HS-grad,Never-married,Handlers-cleaners,16,<=50K
23,HS-grad,Never-married,Machine-op-inspct,40,<=50K
31,Bachelors,Divorced,Prof-specialty,40,<=50K
42,Assoc-acdm,Married-civ-spouse,Prof-specialty,40,<=50K
34,Some-college,Married-civ-spouse,Machine-op-inspct,35,<=50K
21,HS-grad,Never-married,Machine-op-inspct,30,<=50K
30,Assoc-voc,Never-married,Prof-specialty,40,<=50K
19,Some-college,Never-married,Adm-clerical,20,<=50K
45,Bachelors,Divorced,Prof-specialty,35,<=50K
90,Some-college,Married-civ-spouse,Farming-fishing,40,<=50K
35,12th,Separated,Other-service,30,<=50K
39,Some-college,Never-married,Craft-repair,25,<=50K
29,Bachelors,Never-married,Prof-specialty,40,<=50K
24,HS-grad,Never-married,Other-service,32,<=50K
49,Some-college,Married-civ-spouse,Other-service,17,<=50K
31,9th,Divorced,Transport-moving,40,<=50K
44,Some-college,Divorced,Exec-managerial,50,<=50K
27,HS-grad,Married-civ-spouse,Sales,40,<=50K
24,HS-grad,Never-married,Handlers-cleaners,40,<=50K
30,HS-grad,Married-civ-spouse,Handlers-cleaners,60,<=50K
27,Some-college,Divorced,Exec-managerial,40,<=50K
34,Bachelors,Married-civ-spouse,Adm-clerical,20,<=50K
25,Some-college,Married-civ-spouse,Exec-managerial,19,<=50K
39,HS-grad,Divorced,Exec-managerial,40,<=50K
51,HS-grad,Married-civ-spouse,Craft-repair,70,<=50K
33,Some-college,Never-married,Sales,26,<=50K
27,Assoc-voc,Never-married,Handlers-cleaners,38,<=50K
29,HS-grad,Never-married,Exec-managerial,40,<=50K
33,10th,Married-civ-spouse,Handlers-cleaners,40,<=50K
20,HS-grad,Never-married,Handlers-cleaners,40,<=50K
24,Bachelors,Never-married,Exec-managerial,40,<=50K
29,HS-grad,Never-married,Other-service,35,<=50K
41,Some-college,Married-civ-spouse,Craft-repair,40,<=50K
42,Some-college,Married-civ-spouse,Craft-repair,40,<=50K
20,Some-college,Never-married,Sales,30,<=50K
54,9th,Separated,Craft-repair,40,<=50K
55,Bachelors,Married-spouse-absent,Craft-repair,55,<=50K
21,HS-grad,Married-civ-spouse,Handlers-cleaners,32,<=50K
19,HS-grad,Never-married,Adm-clerical,40,<=50K
33,Assoc-voc,Married-civ-spouse,Craft-repair,40,<=50K
22,HS-grad,Separated,Other-service,35,<=50K
31,12th,Never-married,Sales,32,<=50K
45,10th,Divorced,Other-service,40,<=50K
36,HS-grad,Never-married,Adm-clerical,40,<=50K
35,Some-college,Divorced,Exec-managerial,60,<=50K
45,Some-college,Divorced,Craft-repair,40,<=50K
42,HS-grad,Never-married,Farming-fishing,85,<=50K
50,Masters,Divorced,Prof-specialty,40,<=50K
39,HS-grad,Divorced,Exec-managerial,40,<=50K
24,Bachelors,Never-married,Prof-specialty,43,<=50K
56,9th,Married-civ-spouse,Transport-moving,99,<=50K
38,HS-grad,Never-married,Prof-specialty,40,<=50K
27,Assoc-voc,Divorced,Sales,40,<=50K
52,HS-grad,Divorced,Adm-clerical,38,<=50K
22,HS-grad,Divorced,Sales,40,<=50K
41,Some-college,Married-civ-spouse,Craft-repair,40,<=50K
30,HS-grad,Divorced,Adm-clerical,20,<=50K
